issuekey,storypoint,description,title,,,,
61d6a797f4d395ee22283d97,28800,Email archive tool - Tool and service development,\n-Java development at the action class and service levels,Java development,,,
61d6a797f4d395ee22283d98,57600,Email archive tool -  Presentation layer development,\n-CSS and velocity development,Presentation layer development,,,
61d6a797f4d395ee22283d99,10800,Email archiveTool  - Technical / Design review,\n-Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly\n-Review design for styleguide adherence and interaction flow\n,Design & technical review,,,
61d6a797f4d395ee22283d9a,57600,Email archive tool -  Design,\n-Create mock-ups and storyboard,Design,,,
61d6a797f4d395ee22283d9b,7200,Discussion  tool - QA,\n-Testing by QA team as tool changes are complete,QA Test,,,
61d6a797f4d395ee22283d9c,72000,Discussion   tool - Tool and service development,\n-Java development at the action class and service levels,Java development,,,
61d6a797f4d395ee22283d9d,57600,Discussion   tool - Presentation layer development,\n-CSS and velocity development,Presentation layer development,,,
61d6a797f4d395ee22283d9e,7200,Discussion Tool  - Technical / Design review,\n-Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly\n-Review design for styleguide adherence and interaction flow\n,Technical and design review,,,
61d6a797f4d395ee22283d9f,72000,Discussion  tool - Design,\n-Create mock-ups and storyboard,Design,,,
61d6a797f4d395ee22283da0,7200,Chat tool - QA,\n-Testing by QA team as tool changes are complete,Chat tool QA testing,,,
61d6a797f4d395ee22283da1,28800, Chat tool - Tool and service development,\n-Java development at the action class and service levels,Chat tool java development,,,
61d6a797f4d395ee22283da2,57600,Chat tool -  Presentation layer development,\n-CSS and velocity development,Chat tool presenation layer development,,,
61d6a797f4d395ee22283da3,10800,Chat Tool  - Technical / Design review,\n-Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly\n-Review design for styleguide adherence and interaction flow\n,Chat tool design & technical review,,,
61d6a797f4d395ee22283da4,21600,Chat tool -  Design,\n-Create mock-ups and storyboard,Design,,,
61d6a797f4d395ee22283da5,3600,Home tool - QA Testing by QA team as tool changes are complete,Home tool QA,,,,
61d6a797f4d395ee22283da6,36000,Home tool - Tool and service development,\n-Java development at the action class and service levels,Home tool java development,,,
61d6a797f4d395ee22283da7,28800,Home tool - Presentation layer development,\n-CSS and velocity development,Home tool presentation layer development,,,
61d6a797f4d395ee22283da8,32400,Home Tool  - Technical / Design review,\n-Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly\n-Review design for styleguide adherence and interaction flow\n,Home tool design & technical review,,,
61d6a797f4d395ee22283da9,39600,Home tool - Design,\n-Create mock-ups and storyboard,Home tool design,,,
61d6a797f4d395ee22283daa,7200,Page Wrapper - QA,\n-Testing by QA team as tool changes are complete,Page wrapper QA,,,
61d6a797f4d395ee22283dac,28800,Page Wrapper -  Presentation layer development CSS and velocity development,Page wrapper presentation layer development,,,,
61d6a797f4d395ee22283dad,10800,Page Wrapper - Technical / Design review\n-Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly\n-Review design for styleguide adherence and interaction flow\n,Page wrapper Design & Technical review,,,,
61d6a797f4d395ee22283dae,57600,Page Wrapper Design - Create mock-ups and storyboard,Page Wrapper Design,,,,
61d6a797f4d395ee22283daf,7200,Announcement tool QA - Testing by QA team as tool changes are complete,QA Testing,,,,
61d6a797f4d395ee22283db0,28800,Announcement tool - Tool and service development - Java development at the action class and service levels,Class action and service level development,,,,
61d6a797f4d395ee22283db1,86400,Announcement tool Presentation layer development - CSS and velocity development,CSS & Velocity development,,,,
61d6a797f4d395ee22283db2,10800,Announcement tool techinal & Design Review - Review design for styleguide adherence and interaction flow,Announcement tech & design review,,,,
61d6a797f4d395ee22283db3,57600,Announcement tool Design - Create mock-ups and storyboard,Annoucement Tool Design,,,,
61d6a797f4d395ee22283db5,1296000,Write implementation of facades for exchnage course management data between gradebook and Sakai.\n\n\nDiscussion Area:\nhttp://bugs.sakaiproject.org/confluence/display/SG2X/Facades ,Sakai Integration -- Facades,,,,
61d6a797f4d395ee22283db6,10800,Review of course management facades.\n\nDiscussion Area:\nhttp://bugs.sakaiproject.org/confluence/display/SG2X/Facades,Sakai Integration -- Facades,,,,
61d6a797f4d395ee22283db8,3600,Review of course management facades.\n\n\nDiscussion Area:\nhttp://bugs.sakaiproject.org/confluence/display/SG2X/Facades,Sakai Integration -- Facades,,,,
61d6a797f4d395ee22283db9,864000,Paging table with dynamic sort on columns. This is the most difficult piece of JSF work confronting the project.,JSF Components,,,,
61d6a797f4d395ee22283dc1,600,Change version number to 1.5.1-m1 in sakai.properties in preparation for 1.5.1 release.\n,Change version number to 1.5.1-m1 in preparation for 1.5.1 release,,,,
61d6a797f4d395ee22283dea,14400,Please externalize the authentication of the Help tool to the IU Knowledge Base.  System administrators will need to contact the IU KB people to obtain a username/password and key(?) so that the Help tool can synchronize the content.,Externalize Help's authentication to the IU Knowledge Base,,,,
61d6a797f4d395ee22283deb,1209600,"Please work with the IU Security Office ITSO to perform a security audit of the Sakai 1.5 application.  We are looking for potential security vulnerabilities such as spoofing, man-in-the-middle attacks, etc.",Security audit of Sakai code base,,,,
61d6a797f4d395ee22283df7,900,"Jon, please update the registration files for SAMigo so that it is listed as ""Tests & Quizzes"" in WorkSite Setup.  Thanks, L\n\n-----Original Message-----\nFrom: Marc Brierley\nSent: Thursday, March 03, 2005 3:16 PM\nTo: sakai-tools\nCc: Rachel Gollub; Speelmon, Lance D\nSubject: RE: Samigo Name Change\n\nJust to be crystal clear, the Tools team discussion/conclusions we had about having the Gradebook coexist with two assessment-type tools (legacy Assignments tool and SAMigo) was for 2.0 not 1.5. The SAMigo name change to 'Tests & Quizzes' was specifically to offset user recognition of these two tools based on primary function for that release only.\n\nHowever, since SAMigo is still called 'Samigo' rather than the requested 'Assessments' in the 1.5 integrated release (left nav and tool title iframe), I believe we should pragmatically move to this new title 'Tests & Quizzes' (plural and without '(Samigo)' as that is really only a internal name that won't mean anything to instructors and students) now (or as soon as it can be put in a patch).\n\n","Rename SAMigo tool from ""Quiz and Test"" --> ""Tests & Quizzes""",,,,
61d6a797f4d395ee22283df9,7200,"When a MKCOL request is done to the Sakai WebDav from a client which does not accept cookies, or is the first in a stream of requests from a client which does request cookies, the MKCOL request will fail with a 500 error.\n\nThe simple patch to this is to edit the file sakai/dav/src/webapp/WEB-INF/web.xml and add a line like:\n\n                        <http-method>MKCOL</http-method>\n\nTo the section <security-constraint>\n\nIn the final fix in CVS, there will also be changes to \n\nsakai/dav/src/java/org/sakaiproject/dav/DavServlet.java\n\nTo better check for this situation and issue a better log message.",WebDav MKCOL Request Fails when Client does not accept Cookies,,,,
61d6a797f4d395ee22283e1f,86400,All of the help for 1.5 should be extracted from the IU knowledge base and packaged in the Help webapp in the form of HTML static content.  The content also should be scrubbed of any IU references.,Sakai Help should be packaged statically in the webapp and not contain any IU specific references,,,,
61d6a797f4d395ee22283e34,72000,Evaluate and report on the current Resources CM services API. Recommend changes or new API based on existing TTeam use cases.,CM Service Recommendation,,,,
61d6a797f4d395ee22283e55,86400,"When creating a new user via the new account tab on the gateway page 2 exceptions are logged in the web server logs.  Copies of the exceptions are attached.\n\nAccount addition appears to go fine, but the problem needs to be understood and the exceptions eliminated.\n\n",exception messages when creating a new account from gateway screen,,,,
61d6a797f4d395ee22283e5e,1209600,The help tool is presently configured to connect to the KB directly each time it is used. It must have the ability to read documents from a local cache. This ability makes it easier to incorporate a base set of documentation within the download file. ,Help tool should be able to use local cached copies of documents,,,,
61d6a797f4d395ee22283fcb,28800,"Survey status boxes (Inactive, Closed, etc) that open from [?] link have no button to close.",Enable closure of [?] status boxes,,,,
61d6a797f4d395ee22283fcd,28800,There are a few instances of printStackTrace in the qualtrics LTI code base.  They need to be converted to log statements.  Also remove any remaining println statements.,"Convert printStackTrace to logging in Qualtrics code, remove println statements",,,,
61d6a797f4d395ee22283fce,115200,"The LTI-Utils settings utilities will fail if the setting service xml contains illegal XML characters.  Note these are legitimate characters, but not legal to have in the XML representation that wraps the setting string. \r\n\r\nThis was addressed by storing the setting string base64 encoded.  This circumvents this problem, but it leaves less space available for the settings and it doesn't address the issue of correct display of the characters in the rest of the tool.\r\n\r\nPart of addressing this problem will be to make sure that the text representation is specified to be UTF-8 as much as possible.  This is done by setting request and response content types.\r\n\r\nA string of characters causing this problem is below:\r\n\r\n中國哲學書電",Parsing of setting service xml will fail if there are lllegal characters.,,,,
61d6a797f4d395ee22283fd9,144000,"Scenario:\r\n\r\n1.  Instructor 1 initiates a distribution\r\n2.  Before instructor 1's distribution completes, instructor 2 initiates a distribution on the same site (different survey)\r\n\r\nResult:  Both instructors' distributions appear to them to complete; each sees his/her survey appear under linked/distributed survey.  But in reality only instructor 2's completes (as is apparent on refresh -- instructor 1's survey disappears from list of distributed surveys).  No errors appear in CTools traffic, although some are visible in AWS logs (per Kent).  Panels and distributions are created for both instructor 1 and instructor 2.\r\n\r\nUnderlying issue is suspected to be that there is one proxytoken per site so two simultaneous distributions cannot be made because instructor 2's distribution updates the proxytoken so it can no longer be used by instructor 1.\r\n\r\nIt is not a requirement that two distributions be made simultaneously within one site.  Acceptable solution would be to inform instructor 1 that his/her distribution has failed.\r\n\r\nNote:  In one case Kent & Victoria managed to delete all previous linked surveys to site; both had to re-enter token and after doing so had no previously linked surveys.   We were unable to recreate this and will make no further efforts at this time (no change in data on Qualtrics side so impact would be lost display within CTools).",Simultaneous survey distribution fails silently,,,,
61d6a797f4d395ee22283fe9,28800,"Create / install oauth credential in properties files separate from the build.  Values should be different for production and development.\r\n\r\nThe file location is specified in Java opts. E.g.\r\n-Dqualtrics.oauthpropertiesurl=file:/Users/dlhaines/dev/umich-contrib/qualtricslti/trunk/oauth.properties\r\n\r\nThe url protocol can be http, https, or file.\r\n\r\nCreate / install oauth credential in properties files separate from the build. Values should be different for production and development. \r\n\r\nThe file location of the oauth properties file is specified in Java opts. E.g. -Dqualtrics.oauthpropertiesurl=file:/Users/dlhaines/dev/umich-contrib/qualtricslti/trunk/oauth.properties The uri protocol can be http, https, or file. \r\n\r\n",Deployment task: oauth credentials for Qualtrics,,,,
61d6a797f4d395ee222840bc,144000,"I cant remove an answer from a course site. The application returns an error message that reads ""Something went wrong in the  execution of the application.please restart the tool"". I tried restarting the application several times bit it keeps on giving the same message.",I cant remove an answer from a course site,,,,
61d6a797f4d395ee22284437,180,"When we upload the latest enrollment data to SAKAI thorugh SAKORA batch upload, the updated student list does not appear automatically in the Gradebook2 for Instructor.\nIf instructor first navigates to Site Info page and then come back to Gradebook2, he is able to see to the Updated student list.\n\nStudent list should get updated with the batch upload, Navigating to Site Info page and then coming back to Gradebook2 to see the updating list doesnt seem the right way to go about it.\n\nRequesting your help on the above",Updation of Student List in Gradebook2 with SAKORA batch upload,,,,
61d6a797f4d395ee22284956,1800,"Currently we're running GXT 1.2.2, which is compatible with GWT 1.5.3. In the future we will want to run GWT 1.6. A milestone release is available from Google at this point, and there are several beneficial changes to the file system structure which we will want to implement when there is a version of GXT that is compatible with 1.6. The current version has a small bug, so we do not want to change our GWT version for testing just yet, but we can go ahead and make the structural changes and keep them around side-by-side with the older organization. This will simplify our migration when we do move to 1.6, and allow us to run against 1.6 in a development mode, in order to verify that we are moving in a direction that will continue to work going forward. ",Prepare project for GWT 1.6,,,,
61d6a797f4d395ee2228495d,18000,We took some short-cuts in implementing the points-based grading. Looks like these led to some funny behaviors on extra credit categories. We probably need to make the code here more obvious anyway. ,Points grade calculations are incorrect with extra credit,,,,
61d6a797f4d395ee22284960,7200,"Adding a new constructor to the UserChangeEvent class:\n\npublic UserChangeEvent(EntityType entityEventType, ActionType actionEventType);\n\n... so that we don't need to pass in an UserEntityAction if we don't use such an action. This is in preparation for REST support.",Add new constructor to UserChangeEvent class in preparation for REST support,,,,
61d6a797f4d395ee22284962,300,Need to read the cookie first and set the value. ,Enable popups is not correctly checked on startup,,,,
61d6a797f4d395ee22284964,28800,"This started as a task to fix the gradebook settings panel and expanded, based on the feedback from Clay that the ""setup"" toggle item was counterintuitive. From there is spiraled into the history dialog and then the whole structure of the ui. \n\n\n\n",Reorganize the UI to use tabs to improve consistency of navigation,,,,
61d6a797f4d395ee22284967,600,GXT has a new version available. ,Upgrade gxt to version 1.2.2,,,,
61d6a797f4d395ee22284969,3600,"We should probably catch all runtime exceptions and report them to the user. These exceptions should not occur at all, but for the purposes of QA and testing it would be helpful to have more information provided to the testers. ",Runtime exceptions in the service methods are not cleanly caught and reported to the user,,,,
61d6a797f4d395ee22284971,5400,"When a category is marked ""Equal Weight"" and you switch to the Grading Item view, every time you check or uncheck the ""extra credit"" or ""include in course grade"" boxes the screen refreshes the data accordingly, with each individual change. This means that maybe you can check two boxes before it refreshes, but in most cases, only one box. This could become annoying when you're running through a number of changes at once.\n\nIn another gradebook, I don't have the categories marked as ""equal weight"" but when I change the percent for the individual grade items I get weird results. I can set different amounts for different columns and I have to make sure they add up to 100% (if that's my intention). However, in one case I had 5 items at 5% and 2 at 14.5% and one item not included in course grade. Before I adjusted the 2 items I checked the un-included item and all the items were recalculated to be 12.5 so that my earlier work was removed and I had to start over again.",Dynamic recalculations can interfere,,,,
61d6a797f4d395ee22284cd2,900,when all groups are included in the hierarchy you cannot create an evaluation.\n\nThere must be check  if (!unassignedEvalGroups.isEmpty()) {   in EvaluationAssignProducer   after\n\nList<EvalGroup> unassignedEvalGroups = new ArrayList<EvalGroup>(),\n            for (int i = 0, i < nonAssignedEvalGroupIDs.length, i++) {\n                unassignedEvalGroups.add(groupsMap.get(nonAssignedEvalGroupIDs[i])),\n            },can't create evaluation when all groups are in a hierarchy
61d6a797f4d395ee22284cd9,3600,"Test EvalGroup Provider Page doesn't display.   Appears to be a bug with the navBarRenderer implementation.\n\nCode already fix, just doing final testing...\n\nRick",Test EvalGroup Provider page doesn't display,,,,
61d6a797f4d395ee222850d7,1206006120,the task needs ten people,this is a initial task,,,,
61d6a797f4d395ee222850d8,57600,"A decision will need to made w/r/t whether or not public meetings are only accessible in MyWorkspace tool placements. And again, we're unsure how to actually implement public meetings",Render contextless (completely public) meetings in meeting list table,,,,
61d6a797f4d395ee222850d9,28800,"E.g. truly public meetings visible on MyWorkspace sites. Sakai-side create permissions are an open issue (e.g. should this be limited to college deans? should such meetings only be configurable within a MyWorkspace tool placement?).   Not clear on how this would be implemented, further research required.",Configure contextless (completely public) meetings,,,,
61d6a797f4d395ee222850db,28800,"Appears in Blackboard UI. Unsure how to express via the SAS API-- completely unsure if this can happen at all, more research required.","Configure ""session password""",,,,
61d6a797f4d395ee222850dc,28800,"e.g. ""manual"", ""automatic"", ""disabled""","Configure ""recording model type""",,,,
61d6a797f4d395ee222850dd,28800,Shouldn't impact meeting list screens or meeting URL dispatch.,"Configure ""raise hand on enter"" ",,,,
61d6a797f4d395ee222850de,28800,If true non-chair users get elevated permissions. Shouldn't impact meeting list screens or meeting URL dispatch.,"Configure ""permissions on"" permission",,,,
61d6a797f4d395ee222850df,28800,"User identity is passed to buildJNLPUrl when the user appears in chair/nonChair lists _or_ (we think) when a meeting has been configured with ""open chair"" permissions. (chair/nonChair handling is split out into separate tasks below.)","Respect ""open chair"" permission when serving meeting URLs ",,,,
61d6a797f4d395ee222850e0,28800,"If true ""all users will join the meeting as a chairperson"".","Configure ""open chair"" permission",,,,
61d6a797f4d395ee222850e1,28800,Shouldn't impact meeting list screen unless we intend to introduce a read-only drill-down view of some sort.,"Configure ""must be supervised",,,,
61d6a797f4d395ee222850e2,28800,Shouldn't impact meeting list screen unless we intend to introduce a read-only drill-down view of some sort. ,"Configure ""max talkers"" ",,,,
61d6a797f4d395ee222850e3,57600,"We're concerned that in some situations filtering on meeting attributes may need to occur client-side (i.e. Sakai-side rather than Elluminate side). See API feedback for examples. This is really only an issue once we support per-user ACLs and/or multiple ""accessTypes"" (see ""Advanced Meeting Attributes"" tasks below). We don't believe we'll use per-user ACLs to restrict meeting access but only to control the type of meeting link generated. That is, a user included in chair/nonChair user lists should be given the corresponding role in the meeting; otherwise a user should be served a ""guest"" meeting URL (provided she has access to the appropriate Sakai sites/groups, of course.) When simply listing meetings, we'll only be interested in ""restricted"" meetings and we'll just issue 1+n listMeetings calls: one for the current worksite, and one for each group of which the current user is a member.",Enforce meeting visibility permissions when rendering meeting list table ,,,,
61d6a797f4d395ee222850e4,115200,"Configure tool permissions, e.g. meeting.add, meeting.delete, meeting.view. Implementation should be fairly generic so the quantity of permissions really shouldn't matter. This is a ""nice-to-have"" since you can technically always manipulate these values via the Realms tool",In-tool permission editing UI ,,,,
61d6a797f4d395ee222850e6,28800,"Render ""join"" links to meeting chairs to allow early entry as appropriate.",Respect meeting boundary times in meeting list table,,,,
61d6a797f4d395ee222850e7,28800,Allows chairs to sign in to meetings prior to official start-time,Configure meeting boundary times,,,,
61d6a797f4d395ee222850e9,86400,"Currently, the user must specify a recurrance frequency and count. More logical inputs would probably be desirable, e.g. (""every day until March 3"")",Logical recurrance form inputs,,,,
61d6a797f4d395ee222850ea,57600,- confirm cascading of calendar creation events are all solved prior to this task,Cascade recurring meeting deletes into Sakai Calendar,,,,
61d6a797f4d395ee222850eb,86400,Estimates assume most of the hard problems related to cascading modifications into the Calendar have been solved already.,Cascade recurring meeting edits into Sakai Calendar,,,,
61d6a797f4d395ee222850ec,86400,Need advice from Elluminate on recurrence rule handling.  this is also hard to estimate due to needing additional info from Elluminate,Delete recurring meetings,,,,
61d6a797f4d395ee222850ed,144000,Need advice from Elluminate on recurrance rule handling. This is somewhat difficult to estimate without further details from Elluminate.,Edit recurring meeting attributes ,,,,
61d6a797f4d395ee222850ee,57600,Meeting list table is not currently paginated. Estimate includes time for selecting the appropriate architecture ,Paginated meeting list table ,,,,
61d6a797f4d395ee2228516f,1800,Fix link to menu icon link in Dashboard online help so the image shows.,Fix menu icon link in Dashboard online help,,,,
61d6a797f4d395ee222852aa,28800,"When using Oracle, if a Restrictions object is created with an array of > 1000 items, the resulting IN clause of the SQL causes an ORA-01795 error.\r\n\r\nie: \r\nwhere SOMEID in (1,2,3,4...1001)\r\n\r\nWhen there are 1000 items or more, the in clause needs to be broken into multiple clauses combined with an OR.\r\n\r\nie:\r\n\r\nwhere ((SOMEID in (1,2,3,4...499)) or (SOMEID in (500,501,502,503...999)) or (SOMEID in (1000,1001))) ",Restriction query building causes Oracle - ORA-01795: maximum number of expressions in a list is 1000,,,,
61d6a797f4d395ee222852c3,3600,Provide fr_FR locale for Configuration Viewer,Provide fr_FR locale for Configuration Viewer,,,,
61d6a7aaf4d395ee2228538e,57600,* Branch function is not working[link title|http://desktop.com]*,check list branch was not woprking,,,,
